plantNameLatin;plantNameAuthor;plantType;plantTaxonName;plantNameGerman
Prunus mahaleb;L.;plant;Prunus mahaleb L.;Stein-Weichsel
Prunus padus;L.;plant;Prunus padus L.;Traubenkirsche
Prunus padus subsp. padus;L.;plant;Prunus padus subsp. padus L.;Gewöhnliche Traubenkirsche
Prunus padus subsp. petraea;(Tausch) Domin;plant;Prunus padus subsp. petraea (Tausch) Domin;Gebirgs-Traubenkirsche
Prunus serotina;Ehrh.;plant;Prunus serotina Ehrh.;Späte Traubenkirsche
Prunus spinosa agg.;;plant;Prunus spinosa agg. ;Schwarzdorn
Prunus spinosa;L. s. str.;plant;Prunus spinosa L. s. str.;Gewöhnliche Schlehe
Prunus x fruticans;Weihe;plant;Prunus x fruticans Weihe;Hafer-Schlehe
Prunus cerasifera;Ehrhart;plant;Prunus cerasifera Ehrhart;Kirschpflaume
Pseudofumaria lutea;Pseudofumaria lutea;plant;Pseudofumaria lutea (L.) Borkh.;Gelber Lerchensporn
Pseudognaphalium luteoalbum;(L.) Hilliard & B. L. Burtt;plant;Pseudognaphalium luteoalbum (L.) Hilliard & B. L. Burtt;Gelbweißes Schein-Ruhrkraut
Pseudolysimachion longifolium;(L.) Opiz;plant;Pseudolysimachion longifolium (L.) Opiz;Langblättriger Blauweiderich
Pseudolysimachion spicatum;(L.) Opiz;plant;Pseudolysimachion spicatum (L.) Opiz;Ähriger Blauweiderich
Pseudolysimachion spurium;(L.) Opiz;plant;Pseudolysimachion spurium (L.) Opiz;Rispiger Blauweiderich
Pseudolysimachion;;plant;Pseudolysimachion sp.;Blauweiderich
Pseudorchis albida;(L.) Å. Löve & D. Löve;plant;Pseudorchis albida (L.) Å. Löve & D. Löve;Weißzüngel
Psyllium arenarium;(Waldst. & Kit.) Mirb.;plant;Psyllium arenarium (Waldst. & Kit.) Mirb.;Sand-Wegerich
Pteridium aquilinum;(L.) Kuhn;plant;Pteridium aquilinum (L.) Kuhn;Adlerfarn
Puccinellia capillaris;(Lilj.) Jansen;plant;Puccinellia capillaris (Lilj.) Jansen;Haar-Salzschwaden
Puccinellia distans;(Jacq.) Parl. s. str.;plant;Puccinellia distans (Jacq.) Parl. s. str.;Gewöhnlicher Salzschwaden
Puccinellia limosa;(Schur) E. Holmb.;plant;Puccinellia limosa (Schur) E. Holmb.;Sumpf-Salzschwaden
Puccinellia maritima;(Huds.) Parl.;plant;Puccinellia maritima (Huds.) Parl.;Andel
Puccinellia maritima;(Huds.) Parl.;plant;Puccinellia maritima (Huds.) Parl.;Andelgras
Puccinellia;;plant;Puccinellia sp.;Salzschwaden
Pulicaria dysenterica;(L.) Bernh.;plant;Pulicaria dysenterica (L.) Bernh.;Ruhr-Flohkraut
Pulicaria vulgaris;Gaertn.;plant;Pulicaria vulgaris Gaertn.;Kleines Flohkraut
Pulicaria;;plant;Pulicaria sp.;Flohkraut
Pulmonaria angustifolia;L.;plant;Pulmonaria angustifolia L.;Schmalblättriges Lungenkraut
Pulmonaria collina;W. Sauer;plant;Pulmonaria collina W. Sauer;Hügel-Lungenkraut
Pulmonaria mollis;Wulfen ex Hornem.;plant;Pulmonaria mollis Wulfen ex Hornem.;Weiches Lungenkraut
Pulmonaria mollis subsp. alpigena;W. Sauer;plant;Pulmonaria mollis subsp. alpigena W. Sauer;Alpen-Lungenkraut
Pulmonaria mollis subsp. mollis;Wulfen ex Hornem.;plant;Pulmonaria mollis subsp. mollis Wulfen ex Hornem.;Weiches Lungenkraut i.e.S.
Pulmonaria montana;Lej.;plant;Pulmonaria montana Lej.;Knollen-Lungenkraut
Pulmonaria obscura;Dumort.;plant;Pulmonaria obscura Dumort.;Dunkles Lungenkraut
Pulmonaria officinalis;L.;plant;Pulmonaria officinalis L.;Geflecktes Lungenkraut
Pulmonaria;;plant;Pulmonaria sp.;Lungenkraut
Pulsatilla alpina;(L.) Delarbre;plant;Pulsatilla alpina;Alpen-Kuhschelle
Pulsatilla alpina subsp. alba;Domin;plant;Pulsatilla alpina subsp. alba Domin;Brocken-Anemone
Pulsatilla alpina subsp. alpina;(L.) Delarbre;plant;Pulsatilla alpina subsp. alpina (L.) Delarbre;Alpen-Kuhschelle i.e.S.
Pulsatilla alpina subsp. apiifolia;(Scop.) Nyman;plant;Pulsatilla alpina subsp. apiifolia (Scop.) Nyman;Gelbe Alpen-Kuhschelle
Pulsatilla patens;(L.) Mill.;plant;Pulsatilla patens (L.) Mill.;Finger-Kuhschelle
Pulsatilla pratensis;(L.) Mill.;plant;Pulsatilla pratensis (L.) Mill.;Wiesen-Kuhschelle
Pulsatilla vernalis;(L.) Mill.;plant;Pulsatilla vernalis (L.) Mill.;Frühlings-Kuhschelle
Pulsatilla vulgaris;Mill. s. l.;plant;Pulsatilla vulgaris Mill. s. l.;Gewöhnliche Kuhschelle i.w.S.
Pulsatilla vulgaris subsp. grandis;(Wender.) Zamels;plant;Pulsatilla vulgaris subsp. grandis (Wender.) Zamels;Große Kuhschelle
Pulsatilla vulgaris subsp. vulgaris;Mill.;plant;Pulsatilla vulgaris subsp. vulgaris Mill.;Gewöhnliche Kuhschelle
Pulsatilla vulgaris;Mill. s. l.;plant;Pulsatilla vulgaris Mill. s. l.;Kuhschelle
Pulsatilla vulgaris;Mill. s. l.;plant;Pulsatilla vulgaris Mill. s. l.;Küchenschelle
Pyrola chlorantha;Sw.;plant;Pyrola chlorantha Sw.;Grünliches Wintergrün
Pyrola media;Sw.;plant;Pyrola media Sw.;Mittleres Wintergrün
Pyrola minor;L.;plant;Pyrola minor L.;Kleines Wintergrün
Pyrola rotundifolia;L.;plant;Pyrola rotundifolia L.;Rundblättriges Wintergrün
Pyrola;;plant;Pyrola sp.;Wintergrün
Pyrus communis;L.;plant;Pyrus communis L.;Kultur-Birne
Pyrus communis;L.;plant;Pyrus communis L.;Birne
Pyrus pyraster;Burgsd.;plant;Pyrus pyraster Burgsd.;Wildbirne
Quercus petraea;Liebl.;plant;Quercus petraea Liebl.;Trauben-Eiche
Quercus petraea;Liebl.;plant;Quercus petraea Liebl.;Traubeneiche
Quercus pubescens;Willd. , nom. cons. prop.;plant;Quercus pubescens Willd. , nom. cons. prop.;Flaum-Eiche
Quercus pubescens;Willd. , nom. cons. prop.;plant;Quercus pubescens Willd. , nom. cons. prop.;Flaumeiche
Quercus robur;L.;plant;Quercus robur L.;Stiel-Eiche
Quercus robur;L.;plant;Quercus robur L.;Stieleiche
Quercus x calvescens;Vukot.;plant;Quercus x calvescens Vukot.;Flaumblättrige Bastard-Eiche
Quercus rubra;L.;plant;Quercus rubra L.;Rot-Eiche
Quercus rubra;L.;plant;Quercus rubra L.;Roteiche
Quercus;;plant;Quercus sp.;Eiche
Radiola linoides;Roth;plant;Radiola linoides Roth;Zwerg-Lein
Radiola linoides;Roth;plant;Radiola linoides Roth;Zwerglein
Ranunculus aconitifolius;L.;plant;Ranunculus aconitifolius L.;Eisenhutblättriger Hahnenfuß
Ranunculus acris;L.;plant;Ranunculus acris L.;Scharfer Hahnenfuß
Ranunculus alpestris;L.;plant;Ranunculus alpestris L.;Alpen-Hahnenfuß
Ranunculus alpestris;L.;plant;Ranunculus alpestris L.;Alpenhahnenfuß
Ranunculus aquatilis agg.;;plant;Ranunculus aquatilis agg. ;Wasserhahnenfuß
Ranunculus aquatilis;L.;plant;Ranunculus aquatilis L.;Gewöhnlicher Wasserhahnenfuß
Ranunculus arvensis;L.;plant;Ranunculus arvensis L.;Acker-Hahnenfuß
Ranunculus arvensis;L.;plant;Ranunculus arvensis L.;Ackerhahnenfuß
Ranunculus auricomus agg.;;plant;Ranunculus auricomus agg. ;Gold-Hahnenfuß
Ranunculus auricomus agg.;;plant;Ranunculus auricomus agg. ;Goldhahnenfuß
Ranunculus breyninus;Crantz;plant;Ranunculus breyninus Crantz;Gebirgs-Hahnenfuß
Ranunculus bulbosus;L.;plant;Ranunculus bulbosus L.;Knolliger Hahnenfuß
Ranunculus carinthiacus;Hoppe;plant;Ranunculus carinthiacus Hoppe;Kärntner Berg-Hahnenfuß
Ranunculus circinatus;Sibth.;plant;Ranunculus circinatus Sibth.;Spreizender Wasserhahnenfuß
Ranunculus ficaria;L.;plant;Ranunculus ficaria L.;Scharbockskraut
Ranunculus flammula;L.;plant;Ranunculus flammula L.;Brennender Hahnenfuß
Ranunculus fluitans;Lam.;plant;Ranunculus fluitans Lam.;Flutender Wasserhahnenfuß
Ranunculus glacialis;L.;plant;Ranunculus glacialis L.;Gletscher-Hahnenfuß
Ranunculus hederaceus;L.;plant;Ranunculus hederaceus L.;Efeublättriger Wasserhahnenfuß
Ranunculus hybridus;Biria;plant;Ranunculus hybridus Biria;Bastard-Hahnenfuß
Ranunculus illyricus;L.;plant;Ranunculus illyricus L.;Illyrischer Hahnenfuß
Ranunculus lanuginosus;L.;plant;Ranunculus lanuginosus L.;Wolliger Hahnenfuß
Ranunculus lingua;L.;plant;Ranunculus lingua L.;Zungen-Hahnenfuß
Ranunculus montanus;Willd.;plant;Ranunculus montanus Willd.;Gewöhnlicher Berg-Hahnenfuß
Ranunculus nemorosus;DC.;plant;Ranunculus nemorosus DC.;Gewöhnlicher Hain-Hahnenfuß
Ranunculus ololeucos;J. Lloyd;plant;Ranunculus ololeucos J. Lloyd;Reinweißer Wasserhahnenfuß
Ranunculus parnassiifolius;L.;plant;Ranunculus parnassiifolius L.;Herzblättriger Hahnenfuß
Ranunculus peltatus;Schrank;plant;Ranunculus peltatus Schrank;Schild-Wasserhahnenfuß
Ranunculus peltatus subsp. baudotii;(Godr.) C. D. K. Cook;plant;Ranunculus peltatus subsp. baudotii (Godr.) C. D. K. Cook;Salz-Wasserhahnenfuß
Ranunculus peltatus subsp. peltatus;Schrank;plant;Ranunculus peltatus subsp. peltatus Schrank;Gewöhnlicher Schild-Wasserhahnenfuß
Ranunculus penicillatus;(Dumort.) Bab.;plant;Ranunculus penicillatus (Dumort.) Bab.;Pinselblättriger Wasserhahnenfuß
Ranunculus platanifolius;L.;plant;Ranunculus platanifolius L.;Platanenblättriger Hahnenfuß
Ranunculus polyanthemoides;Boreau;plant;Ranunculus polyanthemoides Boreau;Polyanthemusähnlicher Hain-Hahnenfuß
Ranunculus polyanthemophyllus;W. Koch & Hess;plant;Ranunculus polyanthemophyllus W. Koch & Hess;Schlitzblättriger Hain-Hahnenfuß
Ranunculus polyanthemos agg.;;plant;Ranunculus polyanthemos agg. ;Hain-Hahnenfuß
Ranunculus polyanthemos;L. s. str.;plant;Ranunculus polyanthemos L. s. str.;Vielblütiger Hain-Hahnenfuß
Ranunculus repens;L.;plant;Ranunculus repens L.;Kriechender Hahnenfuß
Ranunculus reptans;L.;plant;Ranunculus reptans L.;Ufer-Hahnenfuß
Ranunculus rionii;Lagger;plant;Ranunculus rionii Lagger;Rions Wasserhahnenfuß
Ranunculus sardous;Crantz;plant;Ranunculus sardous Crantz;Sardischer Hahnenfuß
Ranunculus sceleratus;L.;plant;Ranunculus sceleratus L.;Gift-Hahnenfuß
Ranunculus serpens;Schrank;plant;Ranunculus serpens Schrank;Wurzelnder Hain-Hahnenfuß
Ranunculus trichophyllus;Chaix s. l.;plant;Ranunculus trichophyllus Chaix s. l.;Haarblättriger Wasserhahnenfuß
Ranunculus trichophyllus subsp. eradicatus;(Laest.) C. D. K. Cook;plant;Ranunculus trichophyllus subsp. eradicatus (Laest.) C. D. K. Cook;Gebirgs-Wasserhahnenfuß
Ranunculus trichophyllus subsp. trichophyllus;Chaix;plant;Ranunculus trichophyllus subsp. trichophyllus Chaix;Gewöhnlicher Haarblättriger Wasserhahnenfuß
Ranunculus villarsii;DC.;plant;Ranunculus villarsii DC.;Greniers Berg-Hahnenfuß
Ranunculus;;plant;Ranunculus sp.;Hahnenfuß
Raphanus raphanistrum;L.;plant;Raphanus raphanistrum L.;Hederich
Rapistrum perenne;(L.) All.;plant;Rapistrum perenne (L.) All.;Ausdauernder Rapsdotter
Rapistrum rugosum;(L.) All.;plant;Rapistrum rugosum (L.) All.;Runzeliger Rapsdotter
Rapistrum;;plant;Rapistrum sp.;Rapsdotter
Reseda lutea;L.;plant;Reseda lutea L.;Gelber Wau
Reseda luteola;L.;plant;Reseda luteola L.;Färber-Wau
Reseda luteola;L.;plant;Reseda luteola L.;Färberwau
Reseda;;plant;Reseda sp.;Wau
Rhamnus cathartica;L.;plant;Rhamnus cathartica L.;Purgier-Kreuzdorn
Rhamnus cathartica;L.;plant;Rhamnus cathartica L.;Kreuzdorn
Rhamnus pumila;Turra;plant;Rhamnus pumila Turra;Zwerg-Kreuzdorn
Rhamnus saxatilis;Jacq.;plant;Rhamnus saxatilis Jacq.;Felsen-Kreuzdorn
Rhinanthus alectorolophus;(Scop.) Pollich;plant;Rhinanthus alectorolophus (Scop.) Pollich;Zottiger Klappertopf
Rhinanthus alectorolophus subsp. alectorolophus;(Scop.) Pollich;plant;Rhinanthus alectorolophus subsp. alectorolophus (Scop.) Pollich;Gewöhnlicher Zottiger Klappertopf
Rhinanthus alectorolophus subsp. aschersonianus;(M. Schulze) Hartl;plant;Rhinanthus alectorolophus subsp. aschersonianus (M. Schulze) Hartl;Aschersons Zottiger Klappertopf
Rhinanthus alpinus;Baumg.;plant;Rhinanthus alpinus Baumg.;Alpen-Klappertopf
Rhinanthus angustifolius;C. C. Gmel. s. l. Soó 1968;plant;Rhinanthus angustifolius C. C. Gmel. s. l. Soó 1968;Großer Klappertopf
Rhinanthus glacialis;Personnat;plant;Rhinanthus glacialis Personnat;Grannen-Klappertopf
Rhinanthus minor;L.;plant;Rhinanthus minor L.;Kleiner Klappertopf
Rhinanthus;;plant;Rhinanthus sp.;Klappertopf
Rhodiola rosea;L.;plant;Rhodiola rosea L.;Rosenwurz
Rhododendron ferrugineum;L.;plant;Rhododendron ferrugineum L.;Rostblättrige Alpenrose
Rhododendron hirsutum;L.;plant;Rhododendron hirsutum L.;Bewimperte Alpenrose
Rhododendron;;plant;Rhododendron sp.;Alpenrose
Rhodothamnus chamaecistus;(L.) Rchb.;plant;Rhodothamnus chamaecistus (L.) Rchb.;Zwerg-Alpenrose
Rhynchospora alba;(L.) Vahl;plant;Rhynchospora alba (L.) Vahl;Weißes Schnabelried
Rhynchospora fusca;(L.) W. T. Aiton;plant;Rhynchospora fusca (L.) W. T. Aiton;Braunes Schnabelried
Rhynchospora;;plant;Rhynchospora sp.;Schnabelried
Ribes alpinum;L.;plant;Ribes alpinum L.;Alpen-Johannisbeere
Ribes nigrum;L.;plant;Ribes nigrum L.;Schwarze Johannisbeere
Ribes petraeum;Wulfen;plant;Ribes petraeum Wulfen;Felsen-Johannisbeere
Ribes rubrum;L.;plant;Ribes rubrum L.;Rote Johannisbeere
Ribes spicatum;Robson;plant;Ribes spicatum Robson;Ährige Johannisbeere
Ribes uva-crispa;L.;plant;Ribes uva-crispa L.;Stachelbeere
Ribes;;plant;Ribes sp.;Johannisbeere
Robinia pseudoacacia;L.;plant;Robinia pseudoacacia L.;Robinie
Rorippa amphibia;(L.) Besser;plant;Rorippa amphibia (L.) Besser;Wasser-Sumpfkresse
Rorippa anceps;(Wahlenb.) Rchb.;plant;Rorippa anceps (Wahlenb.) Rchb.;Niederliegende Sumpfkresse
Rorippa austriaca;(Crantz) Besser;plant;Rorippa austriaca (Crantz) Besser;Österreichische Sumpfkresse
Rorippa palustris;(L.) Besser;plant;Rorippa palustris (L.) Besser;Gewöhnliche Sumpfkresse
Rorippa pyrenaica;(L.) Rchb.;plant;Rorippa pyrenaica (L.) Rchb.;Pyrenäen-Sumpfkresse
Rorippa sylvestris;(L.) Besser;plant;Rorippa sylvestris (L.) Besser;Wilde Sumpfkresse
Rorippa palustris;(L.) Besser;plant;Rorippa palustris (L.) Besser;Sumpfkresse
Rosa abietina;Gren. ex H. Christ;plant;Rosa abietina Gren. ex H. Christ;Tannen-Rose
Rosa agrestis;Savi;plant;Rosa agrestis Savi;Feld-Rose
Rosa agrestis;Savi;plant;Rosa agrestis Savi;Feldrose
Rosa arvensis;Huds.;plant;Rosa arvensis Huds.;Kriechende Rose
Rosa caesia;Sm. s. str.;plant;Rosa caesia Sm. s. str.;Lederblättrige Rose
Rosa canina;L. s. l.;plant;Rosa canina L. s. l.;Hundsrose
Rosa canina;L. s. l.;plant;Rosa canina L. s. l.;Hunds-Rose
Rosa corymbifera;Borkh. s. l.;plant;Rosa corymbifera Borkh. s. l.;Heckenrose
Rosa corymbifera;Borkh. s. l.;plant;Rosa corymbifera Borkh. s. l.;Hecken-Rose
Rosa dumalis;Bechst.;plant;Rosa dumalis Bechst.;Vogesen-Rose
Rosa elliptica;Tausch;plant;Rosa elliptica Tausch;Keilblättrige Rose
Rosa gallica;L.;plant;Rosa gallica L.;Essig-Rose
Rosa gallica;L.;plant;Rosa gallica L.;Essigrose
Rosa glauca;Pourr.;plant;Rosa glauca Pourr.;Rotblättrige Rose
Rosa inodora;Fr.;plant;Rosa inodora Fr.;Duftarme Rose
Rosa jundzillii;Besser;plant;Rosa jundzillii Besser;Raublättrige Rose
Rosa majalis;Herrm.;plant;Rosa majalis Herrm.;Zimt-Rose
Rosa micrantha;Borrer ex Sm.;plant;Rosa micrantha Borrer ex Sm.;Kleinblütige Rose
Rosa mollis;Sm.;plant;Rosa mollis Sm.;Weiche Rose
Rosa pendulina;L.;plant;Rosa pendulina L.;Alpen-Rose
Rosa pseudoscabriuscula;(R. Keller) Henker & G. Schulze;plant;Rosa pseudoscabriuscula (R. Keller) Henker & G. Schulze;Falsche Filzrose
Rosa rubiginosa;L.;plant;Rosa rubiginosa L.;Wein-Rose
Rosa rubiginosa;L.;plant;Rosa rubiginosa L.;Weinrose
Rosa rugosa;Thunb.;plant;Rosa rugosa Thunb.;Kartoffel-Rose
Rosa rugosa;Thunb.;plant;Rosa rugosa Thunb.;Kartoffelrose
Rosa sherardii;Davies;plant;Rosa sherardii Davies;Samt-Rose
Rosa spinosissima;L.;plant;Rosa spinosissima L.;Bibernell-Rose
Rosa stylosa;Desv.;plant;Rosa stylosa Desv.;Griffel-Rose
Rosa subcanina;(H. Christ) R. Keller;plant;Rosa subcanina (H. Christ) R. Keller;Falsche Hundsrose
Rosa subcollina;(H. Christ) R. Keller;plant;Rosa subcollina (H. Christ) R. Keller;Falsche Heckenrose
Rosa tomentella;Léman;plant;Rosa tomentella Léman;Flaum-Rose
Rosa tomentosa;Sm.;plant;Rosa tomentosa Sm.;Filz-Rose
Rosa villosa;L.;plant;Rosa villosa L.;Apfel-Rose
Rosa villosa;L.;plant;Rosa villosa L.;Apfelrose
Rosa;;plant;Rosa sp.;Rose
Rubus fruticosus agg.;;plant;Rubus fruticosus agg. ;Brombeere
Rubus acanthodes;Hofm.;plant;Rubus acanthodes Hofm.;Hofmanns Brombeere
Rubus adornatus;P. J. Müll. ex Wirtg.;plant;Rubus adornatus P. J. Müll. ex Wirtg.;Geschmückte Brombeere
Rubus adspersus;Weihe ex H. E. Weber;plant;Rubus adspersus Weihe ex H. E. Weber;Hainbuchenblättrige Brombeere
Rubus albiflorus;Boulay & Lucand;plant;Rubus albiflorus Boulay & Lucand;Weißblütige Brombeere
Rubus allegheniensis;Porter;plant;Rubus allegheniensis Porter;Allegheny-Brombeere
Rubus ammobius;Buchenau & Focke;plant;Rubus ammobius Buchenau & Focke;Sandbewohnende Brombeere
Rubus apricus;Wimm.;plant;Rubus apricus Wimm.;Besonnte Brombeere
Rubus arduennensis;Lib. ex Lej.;plant;Rubus arduennensis Lib. ex Lej.;Ardennen-Brombeere
Rubus armeniacus;Focke;plant;Rubus armeniacus Focke;Armenische Brombeere
Rubus arrhenii;Lange;plant;Rubus arrhenii Lange;Arrhenius' Brombeere
Rubus atrichantherus;E. H. L. Krause;plant;Rubus atrichantherus E. H. L. Krause;Kahlmännige Brombeere
Rubus axillaris;Lej.;plant;Rubus axillaris Lej.;Achselblütige Brombeere
Rubus bavaricus;(Focke) Hruby;plant;Rubus bavaricus (Focke) Hruby;Bayerische Brombeere
Rubus bertramii;G. Braun;plant;Rubus bertramii G. Braun;Bertrams Brombeere
Rubus bifrons;Vest;plant;Rubus bifrons Vest;Zweifarbige Brombeere
Rubus braeuckeri;G. Braun;plant;Rubus braeuckeri G. Braun;Braeuckers Brombeere
Rubus bregutiensis;A.Kern. ex Focke;plant;Rubus bregutiensis A.Kern. ex Focke;Bregenzer Brombeere
Rubus caflischii;Focke;plant;Rubus caflischii Focke;Caflischs Brombeere
Rubus canescens;DC.;plant;Rubus canescens DC.;Filz-Brombeere
Rubus cardiophyllus;P. J. Müll. & Lefèvre;plant;Rubus cardiophyllus P. J. Müll. & Lefèvre;Herzblättrige Brombeere
Rubus chaerophyllus;Sagorski & W. Schultze;plant;Rubus chaerophyllus Sagorski & W. Schultze;Freudiggrüne Brombeere
Rubus chamaemorus;L.;plant;Rubus chamaemorus L.;Moltebeere
Rubus chloocladus;W. C. R. Watson;plant;Rubus chloocladus W. C. R. Watson;Grünästige Brombeere
Rubus chlorothyrsos;Focke;plant;Rubus chlorothyrsos Focke;Grünsträußige Brombeere
Rubus christianseniorum;H. E. Weber;plant;Rubus christianseniorum H. E. Weber;Christiansensche Brombeere
Rubus cimbricus;Focke;plant;Rubus cimbricus Focke;Cimbrische Brombeere
Rubus condensatus;P.J.Müll.;plant;Rubus condensatus P.J.Müll.;Gedrängtblütige Brombeere
Rubus conspicuus;P. J. Müll. ex Wirtg.;plant;Rubus conspicuus P. J. Müll. ex Wirtg.;Ansehnliche Brombeere
Rubus correctispinosus;H. E. Weber;plant;Rubus correctispinosus H. E. Weber;Begradigte Brombeere
Rubus corylifolius agg.;;plant;Rubus corylifolius agg. ;Haselblattbrombeere
Rubus divaricatus;P. J. Müll.;plant;Rubus divaricatus P. J. Müll.;Sparrige Brombeere
Rubus drejeri;Jensen ex Lange;plant;Rubus drejeri Jensen ex Lange;Drejers Brombeere
Rubus egregius;Focke;plant;Rubus egregius Focke;Ausgezeichnete Brombeere
Rubus eifeliensis;Wirtg.;plant;Rubus eifeliensis Wirtg.;Eifel-Brombeere
Rubus elegantispinosus;(A. Schumach.) H. E. Weber;plant;Rubus elegantispinosus (A. Schumach.) H. E. Weber;Schlankstachelige Brombeere
Rubus flexuosus;P. J. Müll. & Lefèvre;plant;Rubus flexuosus P. J. Müll. & Lefèvre;Zickzackachsige Brombeere
Rubus foliosus;Weihe;plant;Rubus foliosus Weihe;Blattreiche Brombeere
Rubus fuscus;Weihe;plant;Rubus fuscus Weihe;Braune Brombeere
Rubus gelertii;Frid.;plant;Rubus gelertii Frid.;Gelerts Brombeere
Rubus geniculatus;Kaltenb.;plant;Rubus geniculatus Kaltenb.;Gekniete Brombeere
Rubus gratus;Focke;plant;Rubus gratus Focke;Angenehme Brombeere
Rubus gremlii;Focke;plant;Rubus gremlii Focke;Gremlis Brombeere
Rubus guentheri;Weihe;plant;Rubus guentheri Weihe;Günthers Brombeere
Rubus hercynicus;G. Braun;plant;Rubus hercynicus G. Braun;Harzer Brombeere
Rubus hirtus;Waldst. & Kit. s. l.;plant;Rubus hirtus Waldst. & Kit. s. l.;Dunkeldrüsige Brombeeren
Rubus hypomalacus;Focke;plant;Rubus hypomalacus Focke;Samtblättrige Brombeere
Rubus infestus;Weihe;plant;Rubus infestus Weihe;Feindliche Brombeere
Rubus insulariopsis;H. E. Weber;plant;Rubus insulariopsis H. E. Weber;Inselbrombeerähnliche Brombeere
Rubus koehleri;Weihe;plant;Rubus koehleri Weihe;Köhlers Brombeere
Rubus laciniatus;Willd.;plant;Rubus laciniatus Willd.;Schlitzblättrige Brombeere
Rubus langei;Jensen ex K. Friderichsen & Gelert;plant;Rubus langei Jensen ex K. Friderichsen & Gelert;Langes Brombeere
Rubus leptothyrsos;G. Braun;plant;Rubus leptothyrsos G. Braun;Dünnrispige Brombeere
Rubus leucandrus;Focke;plant;Rubus leucandrus Focke;Weißmännige Brombeere
Rubus lindebergii;P. J. Müll.;plant;Rubus lindebergii P. J. Müll.;Lindebergs Brombeere
Rubus lindleianus;Lees;plant;Rubus lindleianus Lees;Lindleys Brombeere
Rubus loehrii;Wirtg.;plant;Rubus loehrii Wirtg.;Löhrs Brombeere
Rubus lusaticus;Rostock;plant;Rubus lusaticus Rostock;Lausitzer Brombeere
Rubus maassii;Focke ex Bertram;plant;Rubus maassii Focke ex Bertram;Maaßens Brombeere
Rubus macrophyllus;Weihe & Nees;plant;Rubus macrophyllus Weihe & Nees;Großblättrige Brombeere
Rubus macrostachys;P. J. Müll.;plant;Rubus macrostachys P. J. Müll.;Großrispige Brombeere
